,Unnamed: 0,Código.do.Município,GEOCODIGO,Município,Estado,Ano.de.Referência,Prestadores,Serviços,QD001...Tipo.de.atendimento.da.portaria.sobre.qualidade.da.água,qteParalisacoesAno,QD003...Duração.das.paralisações..soma.das.paralisações.maiores.que.6.horas.no.ano...Horas.ano.,QD004...Quantidade.de.economias.ativas.atingidas.por.paralisações..Economias.ano.,QD006...Quantidade.de.amostras.para.cloro.residual..analisadas...Amostras.ano..,QD007...Quantidade.de.amostras.para.cloro.residual.com.resultados.fora.do.padrão..Amostras.ano.,QD008...Quantidade.de.amostras.para.turbidez..analisadas...Amostras.ano.,QD009...Quantidade.de.amostras.para.turbidez.fora.do.padrão..Amostras.ano.,QD011...Quantidades.de.extravasamentos.de.esgotos.registrados..Extravasamentos.ano..,QD012...Duração.dos.extravasamentos.registrados..Horas.ano.,QD015...Quantidade.de.economias.ativas.atingidas.por.interrupções.sistemáticas..Economias.ano.,QD016...Quantidade.de.amostras.analisadas.para.aferição.de.coliformes.fecais..Amostras.,QD017...Quantidade.de.amostras.analisadas.para.aferição.de.coliformes.fecais..com.resultados.fora.do.padrão..Amostras.,QD019...Quantidade.mínima.de.amostras.para.turbidez..obrigatórias...Amostras.ano.,QD020...Quantidade.mínima.de.amostras.para.cloro.residual..obrigatórias...Amostras.ano.,QD021...Quantidade.de.interrupções.sistemáticas..Interrupções.ano.,QD022...Duração.das.interrupções.sistemáticas..Horas.ano.,QD023...Quantidade.de.reclamações.ou.solicitações.de.serviços..Reclamações.ano.,QD024...Quantidade.de.serviços.executados..Serviços.ano.,QD025...Tempo.total.de.execução.dos.serviços..Horas.ano.,QD026...Quantidade.de.amostras.para.coliformes.totais..analisadas...Amostras.ano.,QD027...Quantidade.de.amostras.para.coliformes.totais.com.resultados.fora.do.padrão..Amostras.ano.,QD028...Quantidade.mínima.de.amostras.para.coliformes.totais..obrigatórias...Amostras.ano.,QD029...Atendimento.integral.da.portaria.518.04
86,86,220820,2208205,Pio IX,PI,2015,[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22082040] Prefeitura Municipal de Pio Ix - PMPI,Água; Res Sólidos,Atende integralmente,0.0,0.0,0.0,16.0,0.0,16.0,4.0,,,0.0,,,60.0,60.0,0.0,0.0,725.0,514.0,,16.0,0.0,60.0,
87,87,220830,2208304,Piracuruca,PI,2015,[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22083040] SECRETARIA MUNICIPAL DE MEIO AMBIENTE - SMMA,Água; Res Sólidos,Atende integralmente,0.0,0.0,0.0,24.0,0.0,24.0,0.0,,,0.0,,,120.0,120.0,0.0,0.0,3609.0,3425.0,,24.0,0.0,120.0,
88,88,220865,2208650,Queimada Nova,PI,2015,,,,NaN,,,,,,,,,,,,,,,,,,,,,,
89,89,220870,2208700,Redenção do Gurguéia,PI,2015,[22087011] Prefeitura Municipal de Redenção do Gurguéia - PMRG; [22087040] Prefeitura Municipal de Redenção do Gurguéia - PMRG,Esgoto; Res Sólidos,,NaN,,,,,,,,,,,,,,,,15.0,12.0,,,,,
90,90,220887,2208874,Ribeira do Piauí,PI,2015,,,,NaN,,,,,,,,,,,,,,,,,,,,,,
91,91,220900,2209005,Rio Grande do Piauí,PI,2015,[22110000] Águas e Esgotos do Piauí S/A - AGESPISA,Água,Atende integralmente,0.0,0.0,0.0,36.0,0.0,36.0,0.0,,,0.0,,,60.0,60.0,0.0,0.0,732.0,516.0,,36.0,0.0,60.0,
92,92,220910,2209104,Santa Cruz do Piauí,PI,2015,[22110000] Águas e Esgotos do Piauí S/A - AGESPISA,Água,Atende integralmente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,60.0,60.0,0.0,0.0,366.0,286.0,,0.0,0.0,60.0,
93,93,220915,2209153,Santa Cruz dos Milagres,PI,2015,[22091511] Prefeitura Municipal de Santa Cruz dos Milagres - PMSCM; [22091540] SECRETARIA DE AGRICULTURA - SA,Água; Res Sólidos,,0.0,0.0,0.0,53.0,40.0,53.0,0.0,,,0.0,,,53.0,53.0,0.0,0.0,4.0,4.0,,53.0,23.0,53.0,
94,94,220930,2209302,Santa Luz,PI,2015,[22110000] Águas e Esgotos do Piauí S/A - AGESPISA,Água,Atende integralmente,0.0,0.0,0.0,20.0,0.0,20.0,0.0,,,0.0,,,60.0,60.0,0.0,0.0,416.0,352.0,,20.0,1.0,60.0,
95,95,220935,2209351,Santana do Piauí,PI,2015,[22110000] Águas e Esgotos do Piauí S/A - AGESPISA,Água,Atende integralmente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,60.0,60.0,0.0,0.0,45.0,38.0,,0.0,0.0,60.0,
96,96,220937,2209377,Santa Rosa do Piauí,PI,2015,[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22093740] Prefeitura Municipal de Santa Rosa do Piauí - PMSR,Água; Res Sólidos,Atende integralmente,0.0,0.0,0.0,16.0,0.0,16.0,0.0,,,0.0,,,60.0,60.0,0.0,0.0,948.0,866.0,,16.0,4.0,60.0,
97,97,220940,2209401,Santo Antônio de Lisboa,PI,2015,[22110000] Águas e Esgotos do Piauí S/A - AGESPISA,Água,Atende integralmente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,60.0,60.0,0.0,0.0,532.0,511.0,,0.0,0.0,60.0,
98,98,220950,2209500,Santo Inácio do Piauí,PI,2015,[22110000] Águas e Esgotos do Piauí S/A - AGESPISA,Água,Atende integralmente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,60.0,60.0,0.0,0.0,341.0,314.0,,0.0,0.0,60.0,
99,99,220955,2209559,São Braz do Piauí,PI,2015,[22110000] Águas e Esgotos do Piauí S/A - AGESPISA,Água,Atende integralmente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,120.0,120.0,0.0,0.0,101.0,94.0,,0.0,0.0,120.0,
100,100,220965,2209658,São Francisco de Assis do Piauí,PI,2015,[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22096540] PREFEITURA MUNICIPAL DE SÃO FRANCISCO DE ASSIS DO PIAUÍ - PMSFA,Água; Res Sólidos,Atende integralmente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,60.0,60.0,0.0,0.0,210.0,146.0,,0.0,0.0,60.0,
101,101,220970,2209708,São Francisco do Piauí,PI,2015,[22110000] Águas e Esgotos do Piauí S/A - AGESPISA,Água,Atende integralmente,0.0,0.0,0.0,27.0,0.0,27.0,0.0,,,0.0,,,60.0,60.0,0.0,0.0,352.0,280.0,,27.0,0.0,60.0,
102,102,220985,2209856,São João da Canabrava,PI,2015,[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22098540] PREFEITURA MUNICIPAL DE SAO JOAO DA CANABRAVA - PMSJC,Água; Res Sólidos,Atende integralmente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,120.0,120.0,0.0,0.0,249.0,205.0,,0.0,0.0,120.0,
103,103,220987,2209872,São João da Fronteira,PI,2015,,,,NaN,,,,,,,,,,,,,,,,,,,,,,
104,104,220990,2209906,São João da Serra,PI,2015,[22110000] Águas e Esgotos do Piauí S/A - AGESPISA,Água,Atende integralmente,0.0,0.0,0.0,22.0,0.0,22.0,0.0,,,0.0,,,60.0,60.0,0.0,0.0,621.0,516.0,,22.0,7.0,60.0,
105,105,220995,2209955,São João da Varjota,PI,2015,[22099511] Prefeitura Municipal de São João da Varjota - PMSJV; [22099540] SECRETARIA DE SAÚDE - SSSV,Água; Res Sólidos,,0.0,0.0,,200.0,6.0,240.0,6.0,,,0.0,,,240.0,200.0,0.0,0.0,400.0,250.0,,240.0,6.0,240.0,
106,106,221000,2210003,São João do Piauí,PI,2015,[22100011] Prefeitura Municipal de São João do Piauí - PMSJP; [22110000] Águas e Esgotos do Piauí S/A - AGESPISA,Esgoto; Água,Atende integralmente,0.0,0.0,0.0,39.0,0.0,39.0,2.0,,,0.0,,,120.0,120.0,0.0,0.0,7828.0,6968.0,,39.0,1.0,120.0,
107,107,221005,2210052,São José do Divino,PI,2015,[22110000] Águas e Esgotos do Piauí S/A - AGESPISA,Água,Atende integralmente,0.0,0.0,0.0,19.0,2.0,19.0,0.0,,,0.0,,,60.0,60.0,0.0,0.0,454.0,420.0,,19.0,0.0,60.0,
108,108,221010,2210102,São José do Peixe,PI,2015,[22110000] Águas e Esgotos do Piauí S/A - AGESPISA,Água,Atende integralmente,0.0,0.0,0.0,30.0,0.0,30.0,0.0,,,0.0,,,60.0,60.0,0.0,0.0,478.0,415.0,,30.0,0.0,60.0,
109,109,221020,2210201,São José do Piauí,PI,2015,[22110000] Águas e Esgotos do Piauí S/A - AGESPISA,Água,Atende integralmente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,60.0,60.0,0.0,0.0,194.0,170.0,,0.0,0.0,60.0,
110,110,221030,2210300,São Julião,PI,2015,[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22103040] Prefeitura MUNICIPAL DE SÃO JULIÃO - pmsj,Água; Res Sólidos,Atende integralmente,0.0,0.0,0.0,4.0,0.0,4.0,0.0,,,0.0,,,180.0,180.0,0.0,0.0,551.0,551.0,,4.0,1.0,180.0,
111,111,221035,2210359,São Lourenço do Piauí,PI,2015,[22110000] Águas e Esgotos do Piauí S/A - AGESPISA,Água,Atende integralmente,0.0,0.0,0.0,6.0,0.0,6.0,0.0,,,0.0,,,120.0,120.0,0.0,0.0,323.0,300.0,,6.0,0.0,120.0,
112,112,221037,2210375,São Luis do Piauí,PI,2015,[22110000] Águas e Esgotos do Piauí S/A - AGESPISA,Água,Atende integralmente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,60.0,60.0,0.0,0.0,67.0,55.0,,0.0,0.0,60.0,
113,113,221039,2210391,São Miguel do Fidalgo,PI,2015,[22103940] PREFEITURA MUNICIPAL DE SÃO MIGUEL DO FIDALGO - PMSMF,Res Sólidos,,NaN,,,,,,,,,,,,,,,,,,,,,,
114,114,221040,2210409,São Miguel do Tapuio,PI,2015,[22110000] Águas e Esgotos do Piauí S/A - AGESPISA,Água,Atende integralmente,0.0,0.0,0.0,24.0,0.0,24.0,0.0,,,0.0,,,60.0,60.0,0.0,0.0,537.0,396.0,,24.0,2.0,60.0,
115,115,221060,2210607,São Raimundo Nonato,PI,2015,[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22106040] DEPARTAMENTO DE LIMPEZA URBANA - DLU,Água; Res Sólidos,Atende integralmente,0.0,0.0,0.0,57.0,3.0,57.0,10.0,,,0.0,,,120.0,120.0,0.0,0.0,19972.0,12194.0,,57.0,6.0,120.0,
116,116,221063,2210631,Sebastião Leal,PI,2015,[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22106340] Prefeitura Municipal de Sebastião Leal - PMSL,Água; Res Sólidos,Atende integralmente,0.0,0.0,0.0,9.0,0.0,9.0,0.0,,,0.0,,,60.0,60.0,0.0,0.0,250.0,190.0,,9.0,0.0,60.0,
117,117,221070,2210706,Simões,PI,2015,[22110000] Águas e Esgotos do Piauí S/A - AGESPISA,Água,Atende integralmente,0.0,0.0,0.0,12.0,6.0,12.0,0.0,,,0.0,,,120.0,120.0,0.0,0.0,1026.0,1019.0,,12.0,6.0,120.0,
118,118,221080,2210805,Simplício Mendes,PI,2015,[22110000] Águas e Esgotos do Piauí S/A - AGESPISA,Água,Atende integralmente,0.0,0.0,0.0,10.0,0.0,10.0,0.0,,,0.0,,,60.0,60.0,0.0,0.0,1017.0,932.0,,10.0,0.0,60.0,
119,119,221090,2210904,Socorro do Piauí,PI,2015,[22110000] Águas e Esgotos do Piauí S/A - AGESPISA,Água,Atende integralmente,0.0,0.0,0.0,26.0,0.0,26.0,0.0,,,0.0,,,120.0,120.0,0.0,0.0,208.0,193.0,,26.0,5.0,120.0,
120,120,221093,2210938,Sussuapara,PI,2015,,,,NaN,,,,,,,,,,,,,,,,,,,,,,
121,121,221095,2210953,Tamboril do Piauí,PI,2015,,,,NaN,,,,,,,,,,,,,,,,,,,,,,
122,122,221097,2210979,Tanque do Piauí,PI,2015,,,,NaN,,,,,,,,,,,,,,,,,,,,,,
123,123,221130,2211308,Valença do Piauí,PI,2015,[22110000] Águas e Esgotos do Piauí S/A - AGESPISA,Água,Atende integralmente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,60.0,60.0,0.0,0.0,3571.0,3356.0,,0.0,0.0,60.0,
124,124,221135,2211357,Várzea Branca,PI,2015,[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22113540] Prefeitura Municipal de Várzea Branca - PMVB,Água; Res Sólidos,Atende integralmente,0.0,0.0,0.0,5.0,0.0,5.0,0.0,,,0.0,,,120.0,120.0,0.0,0.0,313.0,302.0,,5.0,5.0,120.0,
125,125,221150,2211506,Vera Mendes,PI,2015,,,,NaN,,,,,,,,,,,,,,,,,,,,,,
126,126,221160,2211605,Vila Nova do Piauí,PI,2015,,,,NaN,,,,,,,,,,,,,,,,,,,,,,
127,127,221170,2211704,Wall Ferraz,PI,2015,[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22117040] PREFEITURA MUNICIPAL DE WALL FERRAZ - PMWF,Água; Res Sólidos,Atende integralmente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,60.0,60.0,0.0,0.0,139.0,139.0,,0.0,0.0,60.0,
128,128,230010,2300101,Abaiara,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE,Água,Atende integralmente,1.0,11.0,,876.0,12.0,876.0,0.0,,,,,,216.0,218.0,0.0,0.0,562.0,524.0,30189.0,242.0,0.0,216.0,
129,129,230015,2300150,Acarapé,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE,Água e Esgoto,Atende integralmente,22.0,699.0,,198.0,0.0,198.0,11.0,,,,,,216.0,216.0,13.0,448.0,1470.0,1405.0,337198.0,198.0,35.0,216.0,
130,130,230030,2300309,Acopiara,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23003040] Secretaria da Infraestrutura - SEINFRA,Água e Esgoto; Res Sólidos,Atende integralmente,12.0,332.0,,9081.0,0.0,4774.0,3709.0,,,,,,4777.0,4777.0,10.0,531.0,3814.0,3543.0,290879.0,554.0,31.0,560.0,
131,131,230040,2300408,Aiuaba,CE,2015,,,,NaN,,,,,,,,,,,,,,,,,,,,,,
132,132,230050,2300507,Alcântaras,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23005040] Prefeitura Municipal de Alcântaras - PMA,Água e Esgoto; Res Sólidos,Atende integralmente,4.0,279.0,,1953.0,1.0,2374.0,12.0,,,,,,2069.0,2069.0,6.0,227.0,470.0,442.0,106079.0,214.0,0.0,216.0,
133,133,230060,2300606,Altaneira,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE,Água e Esgoto,Atende integralmente,7.0,302.0,,2541.0,0.0,2550.0,1314.0,,,,,,2047.0,2049.0,4.0,876.0,1019.0,947.0,227279.0,242.0,0.0,216.0,
134,134,230070,2300705,Alto Santo,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE,Água,Atende integralmente,1.0,342.0,,2177.0,0.0,2177.0,1340.0,,,,,,240.0,240.0,7.0,319.0,623.0,606.0,145439.0,252.0,2.0,240.0,
135,135,230080,2300804,Antonina do Norte,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE,Água,Atende integralmente,1.0,9.0,,6758.0,0.0,3433.0,66.0,,,,,,3172.0,3172.0,2.0,56.0,775.0,732.0,71038.0,341.0,17.0,344.0,
136,136,230090,2300903,Apuiarés,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23009040] PREFEITURA MUNICIPA DE APUIARES - PMA,Água; Res Sólidos,Atende integralmente,1.0,31.0,,2179.0,0.0,2056.0,553.0,,,,,,3307.0,3085.0,0.0,0.0,719.0,642.0,154079.0,228.0,29.0,216.0,
137,137,230110,2301109,Aracati,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23011040] SECRETARIA DE INFRAESTRUTURA E URBANISMO - SEINFRA,Água e Esgoto; Res Sólidos,Atende integralmente,40.0,1514.0,,12259.0,8.0,11787.0,3303.0,,,,,,7272.0,7272.0,6.0,360.0,8530.0,8284.0,1988159.0,1244.0,17.0,1765.0,
138,138,230120,2301208,Aracoiaba,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE,Água,Atende integralmente,12.0,1155.0,,6396.0,6.0,12843.0,4101.0,,,,,,3963.0,3531.0,6.0,228.0,2298.0,2198.0,485999.0,302.0,10.0,324.0,
139,139,230125,2301257,Ararendá,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23012540] Prefeitura Municipal de Ararendá - PMA,Água; Res Sólidos,Atende integralmente,3.0,49.0,,480.0,0.0,469.0,43.0,,,,,,216.0,216.0,0.0,0.0,322.0,313.0,75119.0,224.0,0.0,216.0,
140,140,230130,2301307,Araripe,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23013040] Prefeitura Municipal de Araripe - PMA,Água; Res Sólidos,Atende integralmente,8.0,155.0,,8780.0,0.0,4890.0,4372.0,,,,,,4352.0,4352.0,5.0,152.0,1060.0,1009.0,242159.0,703.0,50.0,712.0,
141,141,230140,2301406,Aratuba,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23014040] Prefeitura Municipal de Aratuba - PMA,Água e Esgoto; Res Sólidos,Atende integralmente,0.0,0.0,,835.0,0.0,199.0,0.0,,,,,,485.0,485.0,8.0,1542.0,396.0,371.0,89039.0,199.0,2.0,216.0,
142,142,230150,2301505,Arneiroz,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE,Água,Atende integralmente,3.0,301.0,,7445.0,0.0,3961.0,3905.0,,,,,,2728.0,2728.0,2.0,3320.0,171.0,152.0,36479.0,221.0,106.0,224.0,
143,143,230160,2301604,Assaré,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE,Água,Atende integralmente,1.0,78.0,,8164.0,0.0,4239.0,3991.0,,,,,,4205.0,4205.0,0.0,0.0,1477.0,1434.0,344159.0,343.0,35.0,344.0,
144,144,230170,2301703,Aurora,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23017040] PREFEITURTA MUNICIPAL DE AURORA CEARA - PMA,Água e Esgoto; Res Sólidos,Atende integralmente,3.0,92.0,,5562.0,4.0,5335.0,1677.0,,,,,,5336.0,5340.0,21.0,437.0,2285.0,2206.0,529439.0,578.0,2.0,528.0,
145,145,230180,2301802,Baixio,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE,Água,Atende integralmente,1.0,48.0,,967.0,0.0,967.0,9.0,,,,,,216.0,218.0,0.0,0.0,186.0,161.0,38639.0,243.0,11.0,216.0,
146,146,230185,2301851,Banabuiú,CE,2015,[23018511] Serviço Autônomo de Água e Esgoto - SAAE,Água,,15.0,100.0,2200.0,4500.0,15.0,4500.0,0.0,,,,,,4320.0,4320.0,100.0,100.0,720.0,70.0,30.0,432.0,20.0,432.0,
147,147,230190,2301901,Barbalha,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE,Água e Esgoto,Atende integralmente,24.0,1104.0,,5637.0,6.0,1329.0,5.0,,,,,,1248.0,1250.0,0.0,0.0,6392.0,5880.0,1411199.0,1279.0,3.0,1248.0,
148,148,230195,2301950,Barreira,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23019540] Secretaria da Infraestrutura e Controle Urbano - SEINCO,Água e Esgoto; Res Sólidos,Atende integralmente,42.0,1023.0,,177.0,0.0,177.0,10.0,,,,,,216.0,216.0,6.0,116.0,1592.0,1212.0,8158.0,177.0,12.0,216.0,
149,149,230200,2302008,Barro,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE,Água e Esgoto,Atende integralmente,8.0,312.0,,4013.0,0.0,4013.0,994.0,,,,,,2047.0,2051.0,7.0,405.0,2001.0,1901.0,456239.0,810.0,5.0,756.0,
150,150,230210,2302107,Baturité,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23021040] SECRETARIA DE INFRAESTRUTURA E URBANISMO - SEINFRA,Água e Esgoto; Res Sólidos,Atende integralmente,13.0,324.0,,467.0,0.0,467.0,21.0,,,,,,492.0,492.0,0.0,0.0,4916.0,3886.0,932639.0,513.0,19.0,540.0,
151,151,230240,2302404,Boa Viagem,CE,2015,[23024011] Serviço Autônomo de Água e Esgoto - SAAE; [23024012] Prefeitura Municipal de Boa Viagem - PMBV; [23024040] Prefeitura Municipal - PMBV,Água; Esgoto; Res Sólidos,,9.0,92.0,79812.0,7312.0,415.0,1535.0,821.0,,,,,,15780.0,15780.0,365.0,4380.0,30852.0,30852.0,,235.0,142.0,450.0,
152,152,230250,2302503,Brejo Santo,CE,2015,[23025040] SECRATARIA DE INFRAESTUTURA E URBANISMO - SEINFRA,Res Sólidos,,NaN,,,,,,,,,,,,,,,,,,,,,,
153,153,230270,2302701,Campos Sales,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE,Água e Esgoto,Atende integralmente,33.0,2598.0,,6138.0,0.0,3968.0,3929.0,,,,,,3900.0,3900.0,0.0,0.0,2528.0,2323.0,451766.0,414.0,75.0,416.0,
154,154,230280,2302800,Canindé,CE,2015,[23028011] Serviço Autônomo de Água e Esgoto de Canindé - SAAE; [23028040] SECRETARIA DE INFRAESTRUTURA E DESENVOLVIMENTO URBANO - SEINFRA,Água e Esgoto; Res Sólidos,,0.0,0.0,0.0,3840.0,0.0,3840.0,368.0,0.0,0.0,3424599.0,,,4320.0,4320.0,243.0,24.0,7413.0,7413.0,2920.0,484.0,0.0,816.0,
155,155,230290,2302909,Capistrano,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE,Água,Atende integralmente,3.0,59.0,,4055.0,47.0,4056.0,4005.0,,,,,,3962.0,3958.0,4.0,137.0,932.0,881.0,31189.0,241.0,2.0,216.0,
156,156,230300,2303006,Caridade,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23030040] Prefeitura Municipal de Caridade - PMC,Água; Res Sólidos,Atende integralmente,22.0,551.0,,3585.0,12.0,3619.0,3139.0,,,,,,3404.0,3401.0,7.0,167.0,604.0,568.0,29931.0,234.0,43.0,226.0,
157,157,230310,2303105,Cariré,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23031040] PREFEITURA MUNICIPAL DE CARIRÉ - PMC,Água; Res Sólidos,Atende integralmente,5.0,111.0,,246.0,0.0,245.0,59.0,,,,,,252.0,252.0,1.0,7.0,1454.0,1443.0,112737.0,244.0,1.0,252.0,
158,158,230320,2303204,Caririaçu,CE,2015,[23032011] Serviço Autônomo de Água e Esgoto - SAMAE,Água,,30.0,180.0,3800.0,2880.0,870.0,12.0,1.0,,,,,,2880.0,2880.0,15.0,90.0,160.0,120.0,70.0,12.0,1.0,516.0,
159,159,230330,2303303,Cariús,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE,Água,Atende integralmente,1.0,120.0,,836.0,0.0,836.0,568.0,,,,,,216.0,216.0,0.0,0.0,787.0,744.0,88497.0,224.0,9.0,224.0,
160,160,230340,2303402,Carnaubal,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23034040] PREFEITURA DE CARNAUBAL / SECRETARIA DE INFRAESTRUTURA E SERVIÇOS PÚBLICOS - SEINFRA,Água; Res Sólidos,Atende integralmente,31.0,1291.0,,396.0,0.0,396.0,3.0,,,,,,396.0,396.0,6.0,402.0,1900.0,1880.0,42528.0,398.0,26.0,396.0,
161,161,230360,2303600,Catarina,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23036040] PREFEITURA MUNICIPAL DE CATARINA - PMC,Água e Esgoto; Res Sólidos,Atende integralmente,2.0,117.0,,4662.0,0.0,4065.0,3854.0,,,,,,2973.0,2973.0,3.0,135.0,1255.0,1189.0,60059.0,317.0,62.0,320.0,
162,162,230365,2303659,Catunda,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE,Água,Atende integralmente,4.0,112.0,,2035.0,1.0,1872.0,1538.0,,,,,,2314.0,2314.0,4.0,159.0,509.0,495.0,13055.0,224.0,0.0,216.0,
163,163,230370,2303709,Caucaia,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE,Água e Esgoto,Atende integralmente,149.0,18612.0,,11343.0,4.0,10647.0,50.0,,,,,,10368.0,10368.0,21.0,2266.0,28393.0,24656.0,2359039.0,2240.0,35.0,1920.0,
164,164,230380,2303808,Cedro,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE,Água e Esgoto,Atende integralmente,2.0,21.0,,6497.0,14.0,6502.0,2849.0,,,,,,8400.0,8403.0,27.0,3839.0,2565.0,2495.0,469307.0,634.0,11.0,600.0,
165,165,230393,2303931,Choró,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE,Água,Atende integralmente,6.0,124.0,,3345.0,0.0,3340.0,3143.0,,,,,,2647.0,2745.0,0.0,0.0,2550.0,2515.0,603599.0,252.0,30.0,216.0,
166,166,230395,2303956,Chorozinho,CE,2015,[23039511] Prefeitura Municipal de Chorozinho - PMC; [23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23039540] Secretaria de Planejamento e Desenvolvimento Urbano - SPDU,Esgoto; Água; Res Sólidos,Atende integralmente,6.0,394.0,,120.0,0.0,120.0,2.0,,,,,,120.0,120.0,4.0,371.0,1801.0,1718.0,,120.0,13.0,120.0,
167,167,230400,2304004,Coreaú,CE,2015,[23040011] Prefeitura Municipal de Coreaú - PMC; [23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23040040] PREFEITURA MUNICIPAL DE COREAÚ - PMC,Esgoto; Água e Esgoto; Res Sólidos,Atende integralmente,19.0,564.0,,1290.0,14.0,1784.0,1286.0,,,,,,,,2.0,59.0,1194.0,1068.0,50847.0,405.0,58.0,,
168,168,230410,2304103,Crateús,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE,Água e Esgoto,Atende integralmente,1.0,14.0,,4673.0,2.0,4651.0,472.0,,,,,,4645.0,4645.0,0.0,0.0,8530.0,8184.0,244033.0,675.0,7.0,708.0,
169,169,230420,2304202,Crato,CE,2015,[23042011] Sociedade Anônima de Água e Esgoto do Crato - SAAEC,Água e Esgoto,,36.0,432.0,37356.0,19770.0,57.0,4056.0,1.0,1878.0,3756.0,128480.0,,,4056.0,4056.0,2100.0,3351.0,13162.0,11807.0,35421.0,726.0,3.0,720.0,
170,170,230423,2304236,Croatá,CE,2015,[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23042340] PREFEITURA MUNICIPAL DE CROATA - PMC,Água e Esgoto; Res Sólidos,Atende integralmente,6.0,928.0,,247.0,0.0,248.0,0.0,,,,,,216.0,216.0,4.0,1843.0,744.0,731.0,24098.0,219.0,7.0,216.0,
171,171,230426,2304269,Deputado Irapuan Pinheiro,CE,2015,[23042611] Prefeitura Municipal de Deputado Irapuan Pinheiro - PMDIP; [23042640] Secretaria de Obras.  Serviços Públicos e Transportes - SOSPT,Água; Res Sólidos,,52.0,49.0,1779.0,18344.0,38.0,700.0,34.0,,,1798.0,,,700.0,1156.0,10.0,422.0,1080.0,1075.0,0.36,15.0,7.0,15.0,
